game_id,start_time,league_name,home_team,away_team,home_score,away_score,status
261771,2025-11-12T02:00:00.000Z,nba,Jazz,Pacers,152,128,complete
261772,2025-11-12T04:00:00.000Z,nba,Kings,Nuggets,108,122,complete
261773,2025-11-13T00:00:00.000Z,nba,Pistons,Bulls,124,113,complete
261774,2025-11-13T00:00:00.000Z,nba,Hornets,Bucks,111,100,complete
261775,2025-11-13T00:00:00.000Z,nba,Knicks,Magic,107,124,complete
261776,2025-11-13T00:30:00.000Z,nba,Celtics,Grizzlies,131,95,complete
261777,2025-11-13T00:30:00.000Z,nba,Heat,Cavaliers,116,130,complete
261778,2025-11-13T01:00:00.000Z,nba,Rockets,Wizards,135,112,complete
261779,2025-11-13T01:00:00.000Z,nba,Pelicans,Trail Blazers,117,125,complete
261780,2025-11-13T01:00:00.000Z,nba,Spurs,Warriors,120,125,complete
261781,2025-11-13T01:30:00.000Z,nba,Mavericks,Suns,114,123,complete
261782,2025-11-13T02:30:00.000Z,nba,Thunder,Lakers,121,92,complete
261783,2025-11-13T03:00:00.000Z,nba,Kings,Hawks,100,133,complete
261784,2025-11-13T03:30:00.000Z,nba,Clippers,Nuggets,116,130,complete
261785,2025-11-14T00:00:00.000Z,nba,Cavaliers,Raptors,113,126,complete
261786,2025-11-14T02:00:00.000Z,nba,Suns,Pacers,133,98,complete
261787,2025-11-14T02:00:00.000Z,nba,Jazz,Hawks,122,132,complete
261570,2025-11-15T00:00:00.000Z,nba,Magic,Nets,105,98,complete
261571,2025-11-15T00:00:00.000Z,nba,Knicks,Heat,140,132,complete
261572,2025-11-15T00:30:00.000Z,nba,Pistons,76ers,114,105,complete
261573,2025-11-15T01:00:00.000Z,nba,Timberwolves,Kings,124,110,complete
261574,2025-11-15T01:00:00.000Z,nba,Bucks,Hornets,147,134,complete
261575,2025-11-15T01:00:00.000Z,nba,Rockets,Trail Blazers,140,116,complete
261576,2025-11-15T01:00:00.000Z,nba,Pelicans,Lakers,104,118,complete
261577,2025-11-15T01:30:00.000Z,nba,Mavericks,Clippers,127,133,complete
261578,2025-11-15T02:30:00.000Z,nba,Spurs,Warriors,108,109,complete
261788,2025-11-15T22:00:00.000Z,nba,Cavaliers,Grizzlies,108,100,complete
261789,2025-11-16T00:00:00.000Z,nba,Hornets,Thunder,96,109,complete
261790,2025-11-16T00:00:00.000Z,nba,Pacers,Raptors,111,129,complete
261791,2025-11-16T01:00:00.000Z,nba,Bucks,Lakers,95,119,complete
261792,2025-11-16T01:00:00.000Z,nba,Timberwolves,Nuggets,112,123,complete
261801,2025-11-18T00:00:00.000Z,nba,Cavaliers,Bucks,118,106,complete
261802,2025-11-18T00:00:00.000Z,nba,Pistons,Pacers,127,112,complete
261803,2025-11-18T00:00:00.000Z,nba,76ers,Clippers,110,108,complete
261804,2025-11-18T00:30:00.000Z,nba,Heat,Knicks,115,113,complete
261805,2025-11-18T00:30:00.000Z,nba,Raptors,Hornets,110,108,complete
261806,2025-11-18T01:00:00.000Z,nba,Timberwolves,Mavericks,120,96,complete
261807,2025-11-18T01:00:00.000Z,nba,Pelicans,Thunder,109,126,complete
261808,2025-11-18T02:00:00.000Z,nba,Nuggets,Bulls,127,130,complete
261809,2025-11-19T00:00:00.000Z,nba,Magic,Warriors,121,113,complete
261809,2025-11-19T00:00:00.000Z,nba,Magic,Warriors,121,113,complete
261809,2025-11-19T00:00:00.000Z,nba,Magic,Warriors,121,113,complete
261810,2025-11-19T00:30:00.000Z,nba,Nets,Celtics,99,113,complete
261811,2025-11-19T00:30:00.000Z,nba,Hawks,Pistons,112,120,complete
261809,2025-11-19T00:00:00.000Z,nba,Magic,Warriors,121,113,complete
261810,2025-11-19T00:30:00.000Z,nba,Nets,Celtics,99,113,complete
261811,2025-11-19T00:30:00.000Z,nba,Hawks,Pistons,112,120,complete
261809,2025-11-19T00:00:00.000Z,nba,Magic,Warriors,121,113,complete
261810,2025-11-19T00:30:00.000Z,nba,Nets,Celtics,99,113,complete
261811,2025-11-19T00:30:00.000Z,nba,Hawks,Pistons,112,120,complete
261812,2025-11-19T01:00:00.000Z,nba,Spurs,Grizzlies,111,101,complete
261809,2025-11-19T00:00:00.000Z,nba,Magic,Warriors,121,113,complete
261810,2025-11-19T00:30:00.000Z,nba,Nets,Celtics,99,113,complete
261811,2025-11-19T00:30:00.000Z,nba,Hawks,Pistons,112,120,complete
261812,2025-11-19T01:00:00.000Z,nba,Spurs,Grizzlies,111,101,complete
